NOTIFICATION_REFERENCE,NOTIF_DATE,ORIGIN_COUNTRY_DESC,NOTIFYNG_COUNTRY_DESC,PRODUCT_NAME,PRODUCT_CATEGORY_DESC,HAZARD_CATEGORY_NAME,substance,unauthorised_flag,NOTIFICATION_CLASSIFICAT_DESC,NOTIFICATION_BASIS_DESC,RISK_DECISION_DESC,DISTRIBUTION_STATUS_DESC,NOTIF_SUBJECT
2026.2953,2026-04-07,Egypt,Austria,Weinblätter // grape leaves,fruits and vegetables,Azoxystrobin   - {pesticide residues} *** acetamiprid   - {pesticide residues} *** boscalid   - {pesticide residues} *** carbendazim  unauthorised substance - {pesticide residues} *** cyfluthrin   - {pesticide residues} *** difenoconazole   - {pesticide residues} *** diniconazole   - {pesticide residues} *** emamectin   - {pesticide residues} *** imidacloprid   - {pesticide residues} *** lambda-cyhalothrin   - {pesticide residues} *** lufenuron   - {pesticide residues} *** methoxyfenozide   - {pesticide residues} *** propiconazole   - {pesticide residues} *** pyraclostrobin   - {pesticide residues} *** thiacloprid   - {pesticide residues} *** thiophanate-methyl   - {pesticide residues},propiconazole,False,information notification for follow-up,official control on the market,potentially serious,no distribution from notifying country,"Pesticide residues in grape leaves from Egypt, via Germany"
2026.2953,2026-04-07,Egypt,Austria,Weinblätter // grape leaves,fruits and vegetables,Azoxystrobin   - {pesticide residues} *** acetamiprid   - {pesticide residues} *** boscalid   - {pesticide residues} *** carbendazim  unauthorised substance - {pesticide residues} *** cyfluthrin   - {pesticide residues} *** difenoconazole   - {pesticide residues} *** diniconazole   - {pesticide residues} *** emamectin   - {pesticide residues} *** imidacloprid   - {pesticide residues} *** lambda-cyhalothrin   - {pesticide residues} *** lufenuron   - {pesticide residues} *** methoxyfenozide   - {pesticide residues} *** propiconazole   - {pesticide residues} *** pyraclostrobin   - {pesticide residues} *** thiacloprid   - {pesticide residues} *** thiophanate-methyl   - {pesticide residues},pyraclostrobin,False,information notification for follow-up,official control on the market,potentially serious,no distribution from notifying country,"Pesticide residues in grape leaves from Egypt, via Germany"
2026.2953,2026-04-07,Egypt,Austria,Weinblätter // grape leaves,fruits and vegetables,Azoxystrobin   - {pesticide residues} *** acetamiprid   - {pesticide residues} *** boscalid   - {pesticide residues} *** carbendazim  unauthorised substance - {pesticide residues} *** cyfluthrin   - {pesticide residues} *** difenoconazole   - {pesticide residues} *** diniconazole   - {pesticide residues} *** emamectin   - {pesticide residues} *** imidacloprid   - {pesticide residues} *** lambda-cyhalothrin   - {pesticide residues} *** lufenuron   - {pesticide residues} *** methoxyfenozide   - {pesticide residues} *** propiconazole   - {pesticide residues} *** pyraclostrobin   - {pesticide residues} *** thiacloprid   - {pesticide residues} *** thiophanate-methyl   - {pesticide residues},thiacloprid,False,information notification for follow-up,official control on the market,potentially serious,no distribution from notifying country,"Pesticide residues in grape leaves from Egypt, via Germany"
2026.2953,2026-04-07,Egypt,Austria,Weinblätter // grape leaves,fruits and vegetables,Azoxystrobin   - {pesticide residues} *** acetamiprid   - {pesticide residues} *** boscalid   - {pesticide residues} *** carbendazim  unauthorised substance - {pesticide residues} *** cyfluthrin   - {pesticide residues} *** difenoconazole   - {pesticide residues} *** diniconazole   - {pesticide residues} *** emamectin   - {pesticide residues} *** imidacloprid   - {pesticide residues} *** lambda-cyhalothrin   - {pesticide residues} *** lufenuron   - {pesticide residues} *** methoxyfenozide   - {pesticide residues} *** propiconazole   - {pesticide residues} *** pyraclostrobin   - {pesticide residues} *** thiacloprid   - {pesticide residues} *** thiophanate-methyl   - {pesticide residues},thiophanate-methyl,False,information notification for follow-up,official control on the market,potentially serious,no distribution from notifying country,"Pesticide residues in grape leaves from Egypt, via Germany"
2026.2839,2026-04-02,Kenya,France,Green beans,fruits and vegetables,bifenthrin   - {pesticide residues},bifenthrin,False,border rejection notification,border control - consignment detained,potentially serious,product not (yet) placed on the market,Bifenthrin in green beans from Kenya
2026.2807,2026-04-01,Egypt,Austria,Weinblätter /// grape leaves,fruits and vegetables,carbendazim  unauthorised substance - {pesticide residues} *** chlorfenapyr  unauthorised substance - {pesticide residues} *** imidacloprid   - {pesticide residues} *** lufenuron   - {pesticide residues} *** thiophanate-methyl   - {pesticide residues},carbendazim,True,information notification for follow-up,official control on the market,potentially serious,no distribution from notifying country,"Unauthorised pesticides in grape leaves from Egypt, via Germany and Luxembourg"
2026.2807,2026-04-01,Egypt,Austria,Weinblätter /// grape leaves,fruits and vegetables,carbendazim  unauthorised substance - {pesticide residues} *** chlorfenapyr  unauthorised substance - {pesticide residues} *** imidacloprid   - {pesticide residues} *** lufenuron   - {pesticide residues} *** thiophanate-methyl   - {pesticide residues},chlorfenapyr,True,information notification for follow-up,official control on the market,potentially serious,no distribution from notifying country,"Unauthorised pesticides in grape leaves from Egypt, via Germany and Luxembourg"
2026.2807,2026-04-01,Egypt,Austria,Weinblätter /// grape leaves,fruits and vegetables,carbendazim  unauthorised substance - {pesticide residues} *** chlorfenapyr  unauthorised substance - {pesticide residues} *** imidacloprid   - {pesticide residues} *** lufenuron   - {pesticide residues} *** thiophanate-methyl   - {pesticide residues},imidacloprid,False,information notification for follow-up,official control on the market,potentially serious,no distribution from notifying country,"Unauthorised pesticides in grape leaves from Egypt, via Germany and Luxembourg"
2026.2807,2026-04-01,Egypt,Austria,Weinblätter /// grape leaves,fruits and vegetables,carbendazim  unauthorised substance - {pesticide residues} *** chlorfenapyr  unauthorised substance - {pesticide residues} *** imidacloprid   - {pesticide residues} *** lufenuron   - {pesticide residues} *** thiophanate-methyl   - {pesticide residues},lufenuron,False,information notification for follow-up,official control on the market,potentially serious,no distribution from notifying country,"Unauthorised pesticides in grape leaves from Egypt, via Germany and Luxembourg"
2026.2807,2026-04-01,Egypt,Austria,Weinblätter /// grape leaves,fruits and vegetables,carbendazim  unauthorised substance - {pesticide residues} *** chlorfenapyr  unauthorised substance - {pesticide residues} *** imidacloprid   - {pesticide residues} *** lufenuron   - {pesticide residues} *** thiophanate-methyl   - {pesticide residues},thiophanate-methyl,False,information notification for follow-up,official control on the market,potentially serious,no distribution from notifying country,"Unauthorised pesticides in grape leaves from Egypt, via Germany and Luxembourg"
2026.2740,2026-03-31,Türkiye,Bulgaria,Pomegranates,fruits and vegetables,imazalil   - {pesticide residues} *** prochloraz   - {pesticide residues},imazalil,False,border rejection notification,border control - consignment detained,serious,product not (yet) placed on the market, imazalil and prochloraz in pomegranate from Türkiye
2026.2740,2026-03-31,Türkiye,Bulgaria,Pomegranates,fruits and vegetables,imazalil   - {pesticide residues} *** prochloraz   - {pesticide residues},prochloraz,False,border rejection notification,border control - consignment detained,serious,product not (yet) placed on the market, imazalil and prochloraz in pomegranate from Türkiye
2026.2586,2026-03-26,Egypt,Slovenia,White oranges,fruits and vegetables,chlorpropham   - {pesticide residues},chlorpropham,False,border rejection notification,border control - consignment detained,potential risk,product not (yet) placed on the market,Chlorpropham above legal limits in oranges from Egypt
2026.2439,2026-03-23,Türkiye,Bulgaria,tomatoe,fruits and vegetables,acetamiprid   - {pesticide residues} *** indoxacarb   - {pesticide residues},acetamiprid,False,border rejection notification,border control - consignment detained,serious,product not (yet) placed on the market,Acetamiprid and Indoxacarb in fresh tomatoes from Türkiye
2026.2439,2026-03-23,Türkiye,Bulgaria,tomatoe,fruits and vegetables,acetamiprid   - {pesticide residues} *** indoxacarb   - {pesticide residues},indoxacarb,False,border rejection notification,border control - consignment detained,serious,product not (yet) placed on the market,Acetamiprid and Indoxacarb in fresh tomatoes from Türkiye
2026.2432,2026-03-20,Egypt,Romania,FRESH EGYPTIAN ORANGE / PORTOCALE PROASPETE ORIGINE EGIPT,fruits and vegetables,oxamyl  unauthorised substance - {pesticide residues},oxamyl,True,border rejection notification,border control - consignment detained,potentially serious,product not (yet) placed on the market,Exceeded MRL pesticide Oxamyl in oranges from Egypt / Depasire limita la pesticidul Oxamyl in portocalele din Egipt. 
2026.2414,2026-03-20,Türkiye,Germany,pomegranates,fruits and vegetables,acetamiprid   - {pesticide residues},acetamiprid,False,information notification for follow-up,official control on the market,potential risk,distribution to other member countries,Acetamiprid in pomegranates from Turkey
2026.2342,2026-03-19,Egypt,Slovenia,Sweet peppers,fruits and vegetables,profenofos  unauthorised substance - {pesticide residues},profenofos,True,border rejection notification,border control - consignment detained,potential risk,product not (yet) placed on the market,Pesticide residue (profenofos) in Fresh Peppers from Egypt
2026.2119,2026-03-19,Türkiye,Bulgaria,Pomegranates,fruits and vegetables,malathion   - {pesticide residues} *** pyraclostrobin   - {pesticide residues} *** pyrimethanil   - {pesticide residues} *** pyriproxyfen    - {pesticide residues} *** sulfoxaflor   - {pesticide residues},malathion,False,border rejection notification,border control - consignment detained,not serious,product not (yet) placed on the market,"Pyraclostrobin,Pyrimethanil, Sulfoxaflor,Malathion, Pyriproxyfen in fresh pomegranate from  Türkiye"
2026.2119,2026-03-19,Türkiye,Bulgaria,Pomegranates,fruits and vegetables,malathion   - {pesticide residues} *** pyraclostrobin   - {pesticide residues} *** pyrimethanil   - {pesticide residues} *** pyriproxyfen    - {pesticide residues} *** sulfoxaflor   - {pesticide residues},pyraclostrobin,False,border rejection notification,border control - consignment detained,not serious,product not (yet) placed on the market,"Pyraclostrobin,Pyrimethanil, Sulfoxaflor,Malathion, Pyriproxyfen in fresh pomegranate from  Türkiye"
2026.2119,2026-03-19,Türkiye,Bulgaria,Pomegranates,fruits and vegetables,malathion   - {pesticide residues} *** pyraclostrobin   - {pesticide residues} *** pyrimethanil   - {pesticide residues} *** pyriproxyfen    - {pesticide residues} *** sulfoxaflor   - {pesticide residues},pyrimethanil,False,border rejection notification,border control - consignment detained,not serious,product not (yet) placed on the market,"Pyraclostrobin,Pyrimethanil, Sulfoxaflor,Malathion, Pyriproxyfen in fresh pomegranate from  Türkiye"
2026.2119,2026-03-19,Türkiye,Bulgaria,Pomegranates,fruits and vegetables,malathion   - {pesticide residues} *** pyraclostrobin   - {pesticide residues} *** pyrimethanil   - {pesticide residues} *** pyriproxyfen    - {pesticide residues} *** sulfoxaflor   - {pesticide residues},pyriproxyfen,False,border rejection notification,border control - consignment detained,not serious,product not (yet) placed on the market,"Pyraclostrobin,Pyrimethanil, Sulfoxaflor,Malathion, Pyriproxyfen in fresh pomegranate from  Türkiye"
2026.2119,2026-03-19,Türkiye,Bulgaria,Pomegranates,fruits and vegetables,malathion   - {pesticide residues} *** pyraclostrobin   - {pesticide residues} *** pyrimethanil   - {pesticide residues} *** pyriproxyfen    - {pesticide residues} *** sulfoxaflor   - {pesticide residues},sulfoxaflor,False,border rejection notification,border control - consignment detained,not serious,product not (yet) placed on the market,"Pyraclostrobin,Pyrimethanil, Sulfoxaflor,Malathion, Pyriproxyfen in fresh pomegranate from  Türkiye"
2026.2288,2026-03-18,Egypt,Italy,olives in brine,fruits and vegetables,chlorpyrifos  unauthorised substance - {pesticide residues},chlorpyrifos,True,information notification for attention,border control - consignment released,potentially serious,information on distribution not (yet) available, chlorpyrifos in olives in brine from Egypt
2026.2158,2026-03-14,Kenya,Italy,Capsicum spp,fruits and vegetables,acetamiprid   - {pesticide residues},acetamiprid,False,border rejection notification,border control - consignment detained,serious,product not (yet) placed on the market,Residues of acetamiprid above legal limits in Capsicum spp from Kenya  
2026.2144,2026-03-13,Egypt,Austria,Weinblätter /// grape leaves,fruits and vegetables,carbendazim  unauthorised substance - {pesticide residues} *** chlorpyrifos  unauthorised substance - {pesticide residues} *** cyfluthrin   - {pesticide residues} *** dimethomorph   - {pesticide residues} *** imidacloprid   - {pesticide residues} *** indoxacarb   - {pesticide residues} *** lufenuron   - {pesticide residues} *** propiconazole   - {pesticide residues} *** thiamethoxam   - {pesticide residues} *** thiophanate-methyl   - {pesticide residues},carbendazim,True,information notification for follow-up,official control on the market,potentially serious,distribution to other member countries,"Unauthorised pesticides in grape leaves from Egypt, via Germany and Luxembourg"
2026.2144,2026-03-13,Egypt,Austria,Weinblätter /// grape leaves,fruits and vegetables,carbendazim  unauthorised substance - {pesticide residues} *** chlorpyrifos  unauthorised substance - {pesticide residues} *** cyfluthrin   - {pesticide residues} *** dimethomorph   - {pesticide residues} *** imidacloprid   - {pesticide residues} *** indoxacarb   - {pesticide residues} *** lufenuron   - {pesticide residues} *** propiconazole   - {pesticide residues} *** thiamethoxam   - {pesticide residues} *** thiophanate-methyl   - {pesticide residues},chlorpyrifos,True,information notification for follow-up,official control on the market,potentially serious,distribution to other member countries,"Unauthorised pesticides in grape leaves from Egypt, via Germany and Luxembourg"
2026.2144,2026-03-13,Egypt,Austria,Weinblätter /// grape leaves,fruits and vegetables,carbendazim  unauthorised substance - {pesticide residues} *** chlorpyrifos  unauthorised substance - {pesticide residues} *** cyfluthrin   - {pesticide residues} *** dimethomorph   - {pesticide residues} *** imidacloprid   - {pesticide residues} *** indoxacarb   - {pesticide residues} *** lufenuron   - {pesticide residues} *** propiconazole   - {pesticide residues} *** thiamethoxam   - {pesticide residues} *** thiophanate-methyl   - {pesticide residues},cyfluthrin,False,information notification for follow-up,official control on the market,potentially serious,distribution to other member countries,"Unauthorised pesticides in grape leaves from Egypt, via Germany and Luxembourg"
2026.2144,2026-03-13,Egypt,Austria,Weinblätter /// grape leaves,fruits and vegetables,carbendazim  unauthorised substance - {pesticide residues} *** chlorpyrifos  unauthorised substance - {pesticide residues} *** cyfluthrin   - {pesticide residues} *** dimethomorph   - {pesticide residues} *** imidacloprid   - {pesticide residues} *** indoxacarb   - {pesticide residues} *** lufenuron   - {pesticide residues} *** propiconazole   - {pesticide residues} *** thiamethoxam   - {pesticide residues} *** thiophanate-methyl   - {pesticide residues},dimethomorph,False,information notification for follow-up,official control on the market,potentially serious,distribution to other member countries,"Unauthorised pesticides in grape leaves from Egypt, via Germany and Luxembourg"
2026.2144,2026-03-13,Egypt,Austria,Weinblätter /// grape leaves,fruits and vegetables,carbendazim  unauthorised substance - {pesticide residues} *** chlorpyrifos  unauthorised substance - {pesticide residues} *** cyfluthrin   - {pesticide residues} *** dimethomorph   - {pesticide residues} *** imidacloprid   - {pesticide residues} *** indoxacarb   - {pesticide residues} *** lufenuron   - {pesticide residues} *** propiconazole   - {pesticide residues} *** thiamethoxam   - {pesticide residues} *** thiophanate-methyl   - {pesticide residues},imidacloprid,False,information notification for follow-up,official control on the market,potentially serious,distribution to other member countries,"Unauthorised pesticides in grape leaves from Egypt, via Germany and Luxembourg"
2026.2144,2026-03-13,Egypt,Austria,Weinblätter /// grape leaves,fruits and vegetables,carbendazim  unauthorised substance - {pesticide residues} *** chlorpyrifos  unauthorised substance - {pesticide residues} *** cyfluthrin   - {pesticide residues} *** dimethomorph   - {pesticide residues} *** imidacloprid   - {pesticide residues} *** indoxacarb   - {pesticide residues} *** lufenuron   - {pesticide residues} *** propiconazole   - {pesticide residues} *** thiamethoxam   - {pesticide residues} *** thiophanate-methyl   - {pesticide residues},indoxacarb,False,information notification for follow-up,official control on the market,potentially serious,distribution to other member countries,"Unauthorised pesticides in grape leaves from Egypt, via Germany and Luxembourg"
2026.2144,2026-03-13,Egypt,Austria,Weinblätter /// grape leaves,fruits and vegetables,carbendazim  unauthorised substance - {pesticide residues} *** chlorpyrifos  unauthorised substance - {pesticide residues} *** cyfluthrin   - {pesticide residues} *** dimethomorph   - {pesticide residues} *** imidacloprid   - {pesticide residues} *** indoxacarb   - {pesticide residues} *** lufenuron   - {pesticide residues} *** propiconazole   - {pesticide residues} *** thiamethoxam   - {pesticide residues} *** thiophanate-methyl   - {pesticide residues},lufenuron,False,information notification for follow-up,official control on the market,potentially serious,distribution to other member countries,"Unauthorised pesticides in grape leaves from Egypt, via Germany and Luxembourg"
2026.2144,2026-03-13,Egypt,Austria,Weinblätter /// grape leaves,fruits and vegetables,carbendazim  unauthorised substance - {pesticide residues} *** chlorpyrifos  unauthorised substance - {pesticide residues} *** cyfluthrin   - {pesticide residues} *** dimethomorph   - {pesticide residues} *** imidacloprid   - {pesticide residues} *** indoxacarb   - {pesticide residues} *** lufenuron   - {pesticide residues} *** propiconazole   - {pesticide residues} *** thiamethoxam   - {pesticide residues} *** thiophanate-methyl   - {pesticide residues},propiconazole,False,information notification for follow-up,official control on the market,potentially serious,distribution to other member countries,"Unauthorised pesticides in grape leaves from Egypt, via Germany and Luxembourg"
2026.2144,2026-03-13,Egypt,Austria,Weinblätter /// grape leaves,fruits and vegetables,carbendazim  unauthorised substance - {pesticide residues} *** chlorpyrifos  unauthorised substance - {pesticide residues} *** cyfluthrin   - {pesticide residues} *** dimethomorph   - {pesticide residues} *** imidacloprid   - {pesticide residues} *** indoxacarb   - {pesticide residues} *** lufenuron   - {pesticide residues} *** propiconazole   - {pesticide residues} *** thiamethoxam   - {pesticide residues} *** thiophanate-methyl   - {pesticide residues},thiamethoxam,False,information notification for follow-up,official control on the market,potentially serious,distribution to other member countries,"Unauthorised pesticides in grape leaves from Egypt, via Germany and Luxembourg"
2026.2144,2026-03-13,Egypt,Austria,Weinblätter /// grape leaves,fruits and vegetables,carbendazim  unauthorised substance - {pesticide residues} *** chlorpyrifos  unauthorised substance - {pesticide residues} *** cyfluthrin   - {pesticide residues} *** dimethomorph   - {pesticide residues} *** imidacloprid   - {pesticide residues} *** indoxacarb   - {pesticide residues} *** lufenuron   - {pesticide residues} *** propiconazole   - {pesticide residues} *** thiamethoxam   - {pesticide residues} *** thiophanate-methyl   - {pesticide residues},thiophanate-methyl,False,information notification for follow-up,official control on the market,potentially serious,distribution to other member countries,"Unauthorised pesticides in grape leaves from Egypt, via Germany and Luxembourg"
2026.2142,2026-03-13,Türkiye,Luxembourg,Pomegranates ,fruits and vegetables,prochloraz   - {pesticide residues},prochloraz,False,alert notification,official control on the market,serious,no distribution from notifying country,exceedance of maximal limit for Prochloraz in Pomegranates  from Turkey via France
2026.2008,2026-03-11,Egypt,Cyprus,Frozen Strawberry,fruits and vegetables,fosthiazate   - {pesticide residues},fosthiazate,False,border rejection notification,border control - consignment detained,not serious,no distribution from notifying country,Residues of pesticide Fosthiazate in frozen strawberries from Egypt
2026.1898,2026-03-06,Egypt,Slovenia,White oranges,fruits and vegetables,dimethoate   - {pesticide residues},dimethoate,False,border rejection notification,border control - consignment detained,potential risk,product not (yet) placed on the market,Dimethoate in oranges from Egypt
2026.1841,2026-03-05,Türkiye,Bulgaria,Pomegranates,fruits and vegetables,imazalil   - {pesticide residues} *** prochloraz   - {pesticide residues},imazalil,False,border rejection notification,border control - consignment detained,serious,product not (yet) placed on the market,Imazalil and Prochloraz in pomegranate from Türkiye
2026.1841,2026-03-05,Türkiye,Bulgaria,Pomegranates,fruits and vegetables,imazalil   - {pesticide residues} *** prochloraz   - {pesticide residues},prochloraz,False,border rejection notification,border control - consignment detained,serious,product not (yet) placed on the market,Imazalil and Prochloraz in pomegranate from Türkiye
2026.1782,2026-03-04,Egypt,Belgium,Broccoli,fruits and vegetables,chlorate  unauthorised substance - {pesticide residues},chlorate,True,information notification for attention,company's own check,serious,distribution restricted to notifying country,Chlorate in frozen broccoli from Egypt
2026.1799,2026-03-04,Türkiye,Bulgaria,Sweet peppers,fruits and vegetables,tebufenpyrad   - {pesticide residues},tebufenpyrad,False,border rejection notification,border control - consignment detained,serious,product not (yet) placed on the market,Tebufenpyrad in dresh peppers from Türkiye
2026.1784,2026-03-04,India,France,Drumsticks (Moringa oleifera),fruits and vegetables,tebuconazole   - {pesticide residues},tebuconazole,False,border rejection notification,border control - consignment detained,potentially serious,product not (yet) placed on the market,Tebuconazole in drumsticks from India
2026.1757,2026-03-03,Egypt,Germany,Strawberries (frozen) conventional,fruits and vegetables,oxamyl  unauthorised substance - {pesticide residues},oxamyl,True,alert notification,company's own check,serious,product not (yet) placed on the market,Oxamyl in frozen strawberries from Egypt
2026.1729,2026-03-03,India,Italy,Lagenaria siceraria,fruits and vegetables,acephate  unauthorised substance - {pesticide residues},acephate,True,border rejection notification,border control - consignment detained,potentially serious,product not (yet) placed on the market,Acefate In Bottle Gourd Da India/Acefate In Bottle Gourd From India
2026.1697,2026-03-02,Egypt,France,Chili peppers,fruits and vegetables,chlorfenapyr  unauthorised substance - {pesticide residues},chlorfenapyr,True,border rejection notification,border control - consignment detained,not serious,product not (yet) placed on the market,Chlorfenapyr in chili peppers from Egypt
2026.1702,2026-03-02,Egypt,France,Oranges,fruits and vegetables,chlorpyrifos  unauthorised substance - {pesticide residues},chlorpyrifos,True,border rejection notification,border control - consignment detained,potentially serious,product not (yet) placed on the market,Chlorpyrifos in orange from Egypt
2026.1652,2026-02-27,Egypt,Slovenia,"Strawberries,frozen",fruits and vegetables,oxamyl  unauthorised substance - {pesticide residues},oxamyl,True,border rejection notification,border control - consignment detained,potentially serious,product not (yet) placed on the market, Oxamyl in frozen strawberries from Egypt
2026.1645,2026-02-27,Egypt,Italy,pomodori secchi/dried tomatoes,fruits and vegetables,chlorfenapyr  unauthorised substance - {pesticide residues} *** chlorpyrifos  unauthorised substance - {pesticide residues},chlorfenapyr,True,information notification for attention,border control - consignment released,serious,distribution restricted to notifying country,Pesticides above legal limits in dried tomatoes from Egypt
2026.1645,2026-02-27,Egypt,Italy,pomodori secchi/dried tomatoes,fruits and vegetables,chlorfenapyr  unauthorised substance - {pesticide residues} *** chlorpyrifos  unauthorised substance - {pesticide residues},chlorpyrifos,True,information notification for attention,border control - consignment released,serious,distribution restricted to notifying country,Pesticides above legal limits in dried tomatoes from Egypt
2026.1635,2026-02-27,Egypt,Lithuania,Oranges,fruits and vegetables,chlorpyrifos  unauthorised substance - {pesticide residues},chlorpyrifos,True,border rejection notification,border control - consignment detained,serious,product not (yet) placed on the market,Unauthorized levels of chlorpyrifos in oranges from Egypt
2026.1589,2026-02-26,Türkiye,Bulgaria,Pomegranates,fruits and vegetables,imazalil   - {pesticide residues} *** prochloraz   - {pesticide residues} *** propiconazole   - {pesticide residues} *** tebuconazole   - {pesticide residues},imazalil,False,border rejection notification,border control - consignment detained,serious,product not (yet) placed on the market,"Imazalil, Prohloraz, Propiconazole and Tebuconazole in fresh pomegranate from Türkiye"
2026.1589,2026-02-26,Türkiye,Bulgaria,Pomegranates,fruits and vegetables,imazalil   - {pesticide residues} *** prochloraz   - {pesticide residues} *** propiconazole   - {pesticide residues} *** tebuconazole   - {pesticide residues},prochloraz,False,border rejection notification,border control - consignment detained,serious,product not (yet) placed on the market,"Imazalil, Prohloraz, Propiconazole and Tebuconazole in fresh pomegranate from Türkiye"
2026.1589,2026-02-26,Türkiye,Bulgaria,Pomegranates,fruits and vegetables,imazalil   - {pesticide residues} *** prochloraz   - {pesticide residues} *** propiconazole   - {pesticide residues} *** tebuconazole   - {pesticide residues},propiconazole,False,border rejection notification,border control - consignment detained,serious,product not (yet) placed on the market,"Imazalil, Prohloraz, Propiconazole and Tebuconazole in fresh pomegranate from Türkiye"
2026.1589,2026-02-26,Türkiye,Bulgaria,Pomegranates,fruits and vegetables,imazalil   - {pesticide residues} *** prochloraz   - {pesticide residues} *** propiconazole   - {pesticide residues} *** tebuconazole   - {pesticide residues},tebuconazole,False,border rejection notification,border control - consignment detained,serious,product not (yet) placed on the market,"Imazalil, Prohloraz, Propiconazole and Tebuconazole in fresh pomegranate from Türkiye"
2026.1583,2026-02-26,Türkiye,Bulgaria,Pomegranates,fruits and vegetables,imazalil   - {pesticide residues} *** prochloraz   - {pesticide residues},imazalil,False,border rejection notification,border control - consignment detained,serious,product (presumably) no longer on the market,Imazalil and Prohloraz in fresh pomegranate from 
2026.1583,2026-02-26,Türkiye,Bulgaria,Pomegranates,fruits and vegetables,imazalil   - {pesticide residues} *** prochloraz   - {pesticide residues},prochloraz,False,border rejection notification,border control - consignment detained,serious,product (presumably) no longer on the market,Imazalil and Prohloraz in fresh pomegranate from 
2026.1581,2026-02-26,Kenya,France,Green beans,fruits and vegetables,acephate  unauthorised substance - {pesticide residues} *** methamidophos  unauthorised substance - {pesticide residues},acephate,True,border rejection notification,border control - consignment detained,not serious,product not (yet) placed on the market,Acephate and Methamidophos in green beans from Kenya
2026.1581,2026-02-26,Kenya,France,Green beans,fruits and vegetables,acephate  unauthorised substance - {pesticide residues} *** methamidophos  unauthorised substance - {pesticide residues},methamidophos,True,border rejection notification,border control - consignment detained,not serious,product not (yet) placed on the market,Acephate and Methamidophos in green beans from Kenya
2026.1561,2026-02-25,Egypt,Austria,Weinblätter /// grape leaves,fruits and vegetables,Spirotetramat  unauthorised substance - {pesticide residues} *** bifenthrin   - {pesticide residues} *** carbendazim  unauthorised substance - {pesticide residues} *** chlorfenapyr  unauthorised substance - {pesticide residues} *** chlorpyrifos  unauthorised substance - {pesticide residues} *** cyfluthrin   - {pesticide residues} *** dimethomorph   - {pesticide residues} *** fenbuconazole unauthorised substance - {pesticide residues} *** flusilazole   - {pesticide residues} *** imidacloprid   - {pesticide residues} *** lufenuron   - {pesticide residues} *** prochloraz   - {pesticide residues} *** propiconazole   - {pesticide residues} *** teflubenzuron   - {pesticide residues} *** thiamethoxam   - {pesticide residues},Spirotetramat,True,information notification for follow-up,official control on the market,potentially serious,no distribution from notifying country,"Unauthorised pesticides in grape leaves from Egypt, via Germany"
2026.1561,2026-02-25,Egypt,Austria,Weinblätter /// grape leaves,fruits and vegetables,Spirotetramat  unauthorised substance - {pesticide residues} *** bifenthrin   - {pesticide residues} *** carbendazim  unauthorised substance - {pesticide residues} *** chlorfenapyr  unauthorised substance - {pesticide residues} *** chlorpyrifos  unauthorised substance - {pesticide residues} *** cyfluthrin   - {pesticide residues} *** dimethomorph   - {pesticide residues} *** fenbuconazole unauthorised substance - {pesticide residues} *** flusilazole   - {pesticide residues} *** imidacloprid   - {pesticide residues} *** lufenuron   - {pesticide residues} *** prochloraz   - {pesticide residues} *** propiconazole   - {pesticide residues} *** teflubenzuron   - {pesticide residues} *** thiamethoxam   - {pesticide residues},bifenthrin,False,information notification for follow-up,official control on the market,potentially serious,no distribution from notifying country,"Unauthorised pesticides in grape leaves from Egypt, via Germany"
2026.1561,2026-02-25,Egypt,Austria,Weinblätter /// grape leaves,fruits and vegetables,Spirotetramat  unauthorised substance - {pesticide residues} *** bifenthrin   - {pesticide residues} *** carbendazim  unauthorised substance - {pesticide residues} *** chlorfenapyr  unauthorised substance - {pesticide residues} *** chlorpyrifos  unauthorised substance - {pesticide residues} *** cyfluthrin   - {pesticide residues} *** dimethomorph   - {pesticide residues} *** fenbuconazole unauthorised substance - {pesticide residues} *** flusilazole   - {pesticide residues} *** imidacloprid   - {pesticide residues} *** lufenuron   - {pesticide residues} *** prochloraz   - {pesticide residues} *** propiconazole   - {pesticide residues} *** teflubenzuron   - {pesticide residues} *** thiamethoxam   - {pesticide residues},carbendazim,True,information notification for follow-up,official control on the market,potentially serious,no distribution from notifying country,"Unauthorised pesticides in grape leaves from Egypt, via Germany"
2026.1561,2026-02-25,Egypt,Austria,Weinblätter /// grape leaves,fruits and vegetables,Spirotetramat  unauthorised substance - {pesticide residues} *** bifenthrin   - {pesticide residues} *** carbendazim  unauthorised substance - {pesticide residues} *** chlorfenapyr  unauthorised substance - {pesticide residues} *** chlorpyrifos  unauthorised substance - {pesticide residues} *** cyfluthrin   - {pesticide residues} *** dimethomorph   - {pesticide residues} *** fenbuconazole unauthorised substance - {pesticide residues} *** flusilazole   - {pesticide residues} *** imidacloprid   - {pesticide residues} *** lufenuron   - {pesticide residues} *** prochloraz   - {pesticide residues} *** propiconazole   - {pesticide residues} *** teflubenzuron   - {pesticide residues} *** thiamethoxam   - {pesticide residues},chlorfenapyr,True,information notification for follow-up,official control on the market,potentially serious,no distribution from notifying country,"Unauthorised pesticides in grape leaves from Egypt, via Germany"
